Mouse	Human	type	OMAGroup
MOUSE27659	HUMAN67307	n:m	
MOUSE27659	112441429	n:m	
MOUSE27659	112441430	n:m	
MOUSE27659	112441431	n:m	
MOUSE27659	112441438	n:m	
MOUSE27659	112441432	n:m	
80721	80704	1:1	1190629
MOUSE27664	112441428	n:m	
MOUSE27664	HUMAN67305	n:m	
MOUSE27664	112441435	n:m	
MOUSE27664	HUMAN67307	n:m	
MOUSE27664	112441429	n:m	
MOUSE27664	112441430	n:m	
MOUSE27664	112441431	n:m	
MOUSE27664	112441438	n:m	
MOUSE27664	112441432	n:m	
MOUSE27665	112441428	n:m	
MOUSE27665	HUMAN67305	n:m	
MOUSE27665	112441435	n:m	
MOUSE27665	HUMAN67307	n:m	
MOUSE27665	112441429	n:m	
MOUSE27665	112441430	n:m	
MOUSE27665	112441431	n:m	
MOUSE27665	112441438	n:m	
MOUSE27665	112441432	n:m	989819
MOUSE27666	112441428	n:m	
MOUSE27666	HUMAN67305	n:m	
MOUSE27666	112441435	n:m	
MOUSE27666	HUMAN67307	n:m	1092161
MOUSE27666	112441429	n:m	
MOUSE27666	112441430	n:m	
MOUSE27666	112441431	n:m	
MOUSE27666	112441438	n:m	
MOUSE27666	112441432	n:m	
71386	112441428	n:m	1056229
71386	HUMAN67305	n:m	
71386	112441435	n:m	
71386	HUMAN67307	n:m	
71386	112441429	n:m	
71386	112441430	n:m	
71386	112441431	n:m	
71386	112441438	n:m	
71386	112441432	n:m	
20297	6364	1:1	1184219
76707	23332	1:1	961411
71227	164781	1:1	961640
208263	26092	1:1	1189139
81879	29842	1:1	809624
19165	5664	1:m	
19165	5664	1:m	877291
77629	80309	1:1	1185562
320404	3707	1:1	789084
MOUSE27714	HUMAN54970	1:1	880811
98496	55022	1:1	1178849
240832	163590	1:1	1149451
329274	148753	1:1	1224086
14633	2736	1:1	1171475
16324	3625	1:1	1211617
227325	92737	1:1	
17978	10499	1:1	967709
64143	5899	1:1	966044
226351	79134	1:1	1167006
214575	163589	1:1	1227432
170484	7827	1:1	965949
11545	142	1:1	794690
72265	23471	1:1	1173310
212442	51110	1:1	775286
381246	389668	1:1	796663
77352	126859	1:1	739715
66489	11224	n:1	1174505
20652	6646	1:1	1194483
MOUSE27773	286826	1:1	1150586
27217	83881	1:1	1156216
170760	64746	1:1	1181287
11352	27	1:1	342502
66153	130888	1:1	1134637
71781	151473	1:1	963167
20846	6772	1:1	418090
226352	57669	1:1	965768
30935	64222	1:1	1218061
15078	3021	n:m	698037
15078	3021	n:m	
208768	163859	1:1	1230195
215015	9917	1:1	1208572
320202	10637	n:m	1157377
320202	7044	n:m	
14048	2138	1:1	672890
17681	9242	1:1	1193618
13590	10637	n:m	
13590	7044	n:m	350518
19258	5775	1:1	1209614
66343	80775	1:1	1210861
277328	8989	1:1	967126
98741	9312	1:1	966300
208795	9725	1:1	1238562
226356	200373	1:1	1191237
21749	7013	1:1	1236143
319229	6344	1:1	968971
13849	2052	1:1	
170706	140738	1:1	409306
226866	157869	1:1	816965
434484	93349	1:1	
75799	100130301	1:1	916491
19989	6129	1:1	1226019
67459	4931	1:1	961188
98711	157506	1:1	728827
98417	29097	1:1	1169414
14660	2744	1:1	1169050
17936	4664	1:1	
13798	2019	1:1	967695
227094	100131211	1:1	1234513
226757	80232	1:1	961293
72999	51141	1:1	1134861
98682	54842	1:1	971887
72978	149111	1:1	1169419
16329	3628	1:1	1207049
403180	HUMAN62032	1:1	976518
227095	26275	1:1	893482
70829	54520	1:1	908042
67080	84281	1:1	
17700	2660	1:1	1211607
MOUSE27966	127602	1:1	671281
66942	8886	1:1	960964
98386	3930	1:1	801286
227099	5378	1:1	1168166
227102	94101	1:1	1209868
12283	51719	1:1	675757
64294	81618	1:1	1180942
227326	9290	1:1	1161113
72085	64172	1:1	1249976
MOUSE28012	54529	n:1	
269109	57628	1:1	955191
70396	54529	n:1	795339
110599589	110599588	1:1	1191632
70060	130560	1:1	952997
29819	27067	1:1	
72792	257407	1:1	1166734
66799	HUMAN94277	1:m	
66799	55284	1:m	828838
627872	56171	n:1	
70247	5707	1:1	698904
15559	3357	1:1	970251
98267	9262	1:1	962751
74117	10096	1:1	767164
67923	6921	1:1	1145591
74150	80255	1:1	859529
70397	54968	1:1	
71111	2863	1:1	965041
17087	23643	1:1	1161607
72585	116372	1:1	1207384
57339	56704	1:1	
14545	54332	1:1	856068
329152	57520	1:1	1222479
94227	51050	1:1	
83691	83690	1:1	973610
78016	284992	1:1	968158
78081	167	1:1	974999
654460	245927	1:1	915728
98488	9330	1:1	961183
102637189	401027	1:1	1152237
210356	344148	1:1	1163098
77673	245913	1:1	1172653
13800	HUMAN54918	1:1	968076
226896	83741	1:1	1153198
241062	80055	1:1	1242276
27058	6726	1:1	1177082
107895	4249	1:1	672575
13244	8560	1:1	897112
78255	55103	1:1	1194777
21419	7021	1:1	1187544
67948	23219	1:1	1242404
72713	9068	1:1	347048
72160	81615	1:1	1139470
266645	130013	1:1	708367
209456	7159	1:1	963788
78795	80210	1:1	1209545
227327	93010	1:1	722923
241035	5314	1:1	1177136
16171	3605	1:1	1219459
72949	905	1:1	979742
257630	112744	1:1	1219460
329154	91526	1:1	965508
17975	HUMAN67467	1:1	961338
12334	824	1:1	
14767	10316	1:1	963252
17215	HUMAN85169	1:1	1134260
73435	84066	1:1	922597
81898	23451	1:1	736583
19231	5757	1:1	
74229	85315	1:1	822408
71877	114327	1:1	
18582	5147	1:1	1222613
67876	80219	1:1	1248271
170829	9697	1:1	1173307
226407	22930	1:1	803548
75712	28978	1:1	712812
26895	64708	1:1	1145261
226525	9462	1:1	802208
18159	4880	1:1	1175082
15510	3329	1:1	847235
15528	3336	n:1	1240084
226409	84083	1:1	961679
368204	100129128	n:1	
433278	100129128	n:1	
19070	100529241	1:m	
19070	25843	1:m	1147022
98582	100129128	n:1	413968
208718	129563	1:1	962313
74013	130132	1:1	1194038
212679	92935	1:1	1236080
11650	250	n:m	
11650	251	n:m	
11650	248	n:m	
76768	250	n:m	
76768	251	n:m	
76768	248	n:m	799775
226922	HUMAN85433	1:1	964575
11648	250	n:m	
11648	251	n:m	
11648	248	n:m	
75388	66037	1:1	964330
227120	5334	1:1	1134896
226412	23518	1:1	1213940
71066	159119	1:m	
71066	159119	1:m	351093
13599	9427	1:1	1223268
67812	23190	1:1	667393
69453	646960	1:1	967801
89867	89866	1:1	965842
226413	3938	1:1	1144360
240843	57795	1:1	958229
11447	1144	1:1	784661
17219	4175	1:1	1134259
212712	23314	1:1	1192253
73467	205327	1:1	1224883
226414	1615	1:1	1184762
11449	1146	1:1	1214703
12767	7852	1:1	350047
68736	129450	1:1	907316
68115	79568	1:1	1233314
210417	HUMAN64859	1:1	966651
13137	1604	n:1	
13136	1604	n:1	970560
63953	11221	1:1	1168469
15284	3142	1:1	964166
26987	9470	1:1	809508
12269	722	1:1	968249
MOUSE28356	64757	1:m	889126
MOUSE28356	HUMAN54803	1:m	
MOUSE28358	5208	1:1	
98363	80303	1:1	962990
70155	79627	1:1	845267
280645	135152	1:1	752593
67247	54996	1:1	889125
226777	79762	1:1	853927
11899	460	1:1	410124
226778	4139	1:1	965125
98366	60682	1:1	966204
68002	135154	1:1	1139053
23850	60676	1:1	1160345
67198	26010	1:1	968299
51960	130535	1:1	945657
68549	151246	n:1	342328
26374	64326	1:1	1228176
98732	25782	1:1	1193906
11761	316	1:1	869453
68187	57579	1:1	1244140
21960	7143	1:1	972417
226418	55432	1:1	1238753
212439	79098	1:1	963997
67647	9674	1:1	1146419
64435	83953	1:1	346132
381314	55699	1:1	1146507
18703	5284	1:1	1199491
329278	63923	1:1	965260
69169	9214	1:1	1162950
23827	10380	1:1	1227840
64659	63931	1:1	1246481
93672	11009	1:1	1207073
12301	27101	1:1	1197765
58181	50604	1:1	1207071
329244	29949	1:1	1207072
16153	3586	1:1	1199704
12839	1297	1:1	965485
17164	9261	1:1	
MOUSE28476	HUMAN66293	1:1	752565
226419	8444	1:1	963157
107508	2058	1:1	1212040
226781	55532	1:1	1188809
226791	127018	1:1	1197995
227331	26058	1:1	967770
100040591	3769	1:1	1188486
12823	1310	1:1	968398
73234	389084	1:1	1142900
12747	1195	1:1	962831
29809	9910	1:1	1216989
21808	7042	1:1	1211621
67223	51018	1:1	1231208
620246	9293	1:1	976933
53972	25791	1:1	966155
70225	53938	1:1	961176
74717	128153	1:1	1184178
MOUSE28539	4759	1:1	800246
68421	HUMAN85370	1:1	1250210
381305	149041	1:1	1157351
65102	60491	1:1	1216597
11905	462	1:1	1220820
240869	84614	1:1	971121
18393	4999	1:1	1198944
67769	55105	1:1	1183273
16865	1939	1:1	1176886
26381	2104	1:1	346777
213056	285172	1:1	1221647
210933	577	1:1	1144370
66495	4709	1:1	1242070
MOUSE28606	HUMAN54459	1:1	1160084
22283	HUMAN54734	1:1	969038
108812	130540	1:1	839853
56489	9641	1:1	965375
12633	8837	1:1	1194714
213109	23469	1:1	1143147
19243	7803	n:1	
226823	51133	1:1	1164760
12370	841	1:1	923425
19243	7803	n:1	790587
266744	51557	1:1	1156278
74708	139212	n:1	
70827	66008	1:1	1226670
14270	23380	1:1	967809
170771	202559	1:1	965137
108900	653820	1:m	
108900	554282	1:m	
108900	728833	1:m	
108900	729533	1:m	754326
26361	553	1:1	970723
16526	3776	1:1	675585
226539	55157	1:1	1184758
19076	5558	1:1	789794
13034	1510	1:1	963274
108000	1063	1:1	965183
227154	55437	1:1	966872
226421	338382	1:1	968506
19335	51715	1:1	963001
213539	9532	1:1	1161128
70454	91687	1:1	1214458
19250	5784	1:1	1176943
320718	115019	1:1	910499
98403	26036	1:1	1175281
226541	27252	1:1	964261
226830	56950	1:1	1201183
212933	148811	1:1	1210584
73844	339416	1:m	1153787
73844	339416	1:m	
100502590	730159	1:1	920563
98396	254428	1:1	951542
16331	3635	1:1	1135036
320705	221336	1:1	891097
19130	5629	1:1	1142877
226422	8934	1:1	967466
98415	64710	1:1	976425
11758	9588	1:1	961210
381259	65062	1:1	937479
212980	85414	1:1	964194
22164	7292	1:1	1163836
13714	2005	1:1	1183175
320119	26750	1:1	1208386
240873	HUMAN53605	1:1	1181224
14103	356	1:1	1134079
52477	90806	1:1	769177
226551	51430	1:1	965923
226841	79805	1:1	752095
75368	92346	1:1	1148580
67292	5279	1:1	1138319
226844	28982	1:1	964074
75558	149643	1:1	1181202
213006	148808	1:1	965951
18557	5129	1:1	964041
77040	55054	1:1	961483
227157	58538	1:1	1195785
213409	93273	1:1	938218
213417	55220	1:1	962877
68972	128387	1:1	1200256
103967	26052	1:1	1242956
381318	25936	1:1	1237600
381319	55509	1:1	1192553
74137	81788	1:1	963039
619288	149647	1:1	345759
20215	6295	1:1	1198774
11910	467	1:1	1185389
68875	9911	1:1	1218627
74018	57679	1:1	342046
71449	51603	1:1	1202251
66208	29937	1:1	1137545
66950	55248	1:1	1197956
227333	8527	1:1	1238457
271697	65061	1:1	964294
226849	5525	1:1	795858
14369	8324	1:1	
213452	25778	1:1	1215277
381260	100652824	1:1	342568
22218	7341	1:1	1206698
53330	8674	1:1	795670
17926	4653	1:1	916425
76843	51514	1:1	1214821
213464	5929	1:1	813997
74626	388730	1:1	1220512
227334	55230	1:1	1170570
55989	51602	1:1	1150857
77065	25896	1:1	701042
12168	659	1:1	342865
394430	54576	n:m	
394430	54575	n:m	847539
394430	54600	n:m	
394430	54577	n:m	
72750	150864	1:1	1197136
21367	6900	1:1	969136
394434	54576	n:m	
394434	54575	n:m	
394434	54600	n:m	
394434	54577	n:m	847624
613123	54576	n:m	
613123	54575	n:m	
613123	54600	n:m	847703
613123	54577	n:m	
MOUSE28931	9926	1:1	939232
70375	130026	1:1	1224508
18005	4751	1:1	965208
22782	7779	1:1	1188799
394432	54576	n:m	
394432	54575	n:m	
394432	54600	n:m	
394432	54577	n:m	
394435	54578	n:1	
94284	54578	n:1	847652
394433	54579	n:m	
394433	54657	n:m	
394433	54659	n:m	848135
57750	55759	1:1	961081
22236	54579	n:m	847572
22236	54657	n:m	
22236	54659	n:m	
394436	54658	1:1	847529
100040766	HUMAN67649	1:1	1161757
226562	23215	1:1	
381280	55355	1:1	1137827
241066	79800	1:1	1194126
226564	2329	1:1	1217219
214742	55758	1:1	1143818
14261	2326	1:1	1217191
171382	79054	1:1	857995
269116	23114	1:1	964573
269198	65065	1:1	780020
16980	10446	1:1	962571
75396	6694	1:1	1223948
55990	2327	1:1	
77951	57404	1:1	930798
320982	10123	1:1	953213
16510	3756	1:1	962383
98402	23677	1:1	
14262	2328	1:1	1217206
78258	80133	1:1	1161760
226861	55733	1:1	962840
347722	116987	1:1	696976
18933	5396	1:1	971568
69668	84317	1:1	887812
14472	2637	1:1	350986
214791	56256	1:1	908562
98376	92344	1:1	1233621
240879	149281	1:1	909337
208372	401036	1:1	966431
329165	10152	1:1	962762
17248	4194	1:1	763668
329324	255928	1:1	968395
27993	92856	1:1	752539
74918	79781	1:1	1211461
12778	57007	1:1	350245
77300	65059	1:1	970651
240752	5287	1:1	1195047
215193	27042	1:1	1240259
19253	26469	1:1	970701
108954	84919	1:1	900644
12487	940	1:1	1193800
54139	3664	1:1	1179784
16579	22920	1:1	1229684
108679	10920	1:1	789744
12627	653275	1:m	899113
12627	55997	1:m	
12477	1493	1:1	1193801
319266	148304	1:1	1160340
211383	205147	1:1	959297
54167	29851	1:1	1149435
240880	57147	1:1	1242668
72823	117583	1:1	1222634
215243	80342	1:1	963683
MOUSE29165	1293	1:1	966753
121811709	113523639	1:1	340126
171531	79083	1:1	1208710
623503	51052	1:1	912431
240753	HUMAN54302	1:1	952208
19329	64284	1:1	962738
68338	127845	n:1	1235580
381306	55732	1:1	1173155
280287	3814	n:1	1166294
68338	127845	n:1	
69962	92342	1:1	1234613
280287	3814	n:1	
214469	130074	1:1	949441
16780	3914	1:1	1140809
19701	5972	1:1	963038
20339	6401	1:1	
214253	55224	1:1	1151645
226971	55041	1:1	1180638
20343	HUMAN53524	1:1	965584
15483	3290	1:1	728968
14373	50486	1:1	1178218
20668	9580	1:1	1222745
50785	9394	1:1	1220776
20344	6403	1:1	964095
20643	6635	1:1	1247510
215303	57172	1:1	964317
14067	2153	1:1	1147270
116914	10560	1:1	1190634
70579	9877	n:m	1179635
70579	643136	n:m	
70579	9877	n:m	
70579	643136	n:m	1179636
320011	56886	1:1	697675
18845	5362	1:1	1181710
74895	57821	1:1	1204020
214854	93082	1:1	1231959
667118	100381270	1:1	677939
240754	54900	1:1	1158226
66352	8548	1:1	1223597
16978	9208	1:1	
12490	947	1:1	1181974
329207	375316	1:1	1166727
51801	10267	1:1	900734
171567	29922	1:1	1228559
17221	4179	1:1	967999
11931	481	1:1	1200150
18187	8828	1:1	719025
56429	1805	1:1	1189177
16963	6846	1:m	1155202
16963	6375	1:m	
67921	140739	1:m	828880
67921	HUMAN67770	1:m	
83993	9095	1:1	1192488
MOUSE29316	10865	1:1	1196016
108735	375035	1:1	1243460
226591	261726	1:1	1238375
240888	HUMAN53473	1:1	345885
50880	HUMAN67773	1:1	1181035
227195	54891	1:1	1163489
227357	339768	1:1	970812
74106	55827	1:1	962114
70788	377007	1:1	1080423
70456	25874	1:1	1199435
227358	151176	1:1	960259
381290	493	1:1	707442
226976	55683	1:1	1232877
269120	26254	1:1	1223743
100534273	90342	1:1	953886
116847	5549	1:1	964467
14264	2331	1:1	966283
12227	7832	1:1	699189
67444	80895	1:1	962152
55927	55502	1:1	958740
71884	1118	1:1	
214895	81562	1:1	814428
94220	26504	1:1	708586
18627	8864	1:1	1227604
227197	4719	1:1	784401
74019	26146	1:1	962408
94218	26505	1:1	708588
55949	1933	1:1	1185461
12654	1116	1:1	
241070	2825	1:1	1196542
65247	51665	1:1	967654
53311	4608	1:1	965682
13345	117581	1:1	804072
271639	55811	1:1	964559
73884	57683	1:1	341832
78321	200539	1:1	968498
11539	134	1:1	970485
17928	4656	1:1	1239916
109346	51239	1:1	964237
68481	9019	1:1	1190689
208727	9759	1:1	1193057
226594	92241	1:1	
68507	HUMAN54233	1:1	962447
67273	4705	1:1	1182740
433375	8804	1:1	1191785
57439	92703	1:1	1237591
259040	389090	n:m	350582
259040	150681	n:m	
258228	389090	n:m	
258228	150681	n:m	
259041	389090	n:m	
259041	150681	n:m	906496
20353	54910	1:1	1219200
66915	150678	1:1	1193047
72017	51706	1:1	906881
260301	150677	1:1	
381337	51252	1:1	1167298
12859	1329	n:1	
14733	2817	1:1	1232238
72674	51094	1:1	822402
226977	10120	1:1	767167
71166	728537	1:1	915724
241158	51281	1:1	1209089
12503	919	1:1	1220607
67446	285193	1:1	1168486
240756	59349	1:1	971925
98710	5877	1:1	718044
22637	7535	1:1	796710
108657	57140	1:1	806346
23792	8745	1:1	968930
105243944	200726	1:1	1143416
241073	391475	1:1	966565
76668	130752	1:1	1194880
23830	11132	1:1	719406
64095	2859	1:1	1214622
56030	23505	1:1	751748
208760	653437	1:m	679915
208760	HUMAN67914	1:m	
75605	10765	1:1	
75619	22868	1:1	1233941
20980	127833	1:1	962109
93691	8609	1:1	963258
MOUSE29606	200403	1:1	1194354
12790	1261	1:1	
329251	4660	1:1	968136
67196	29089	1:1	828858
12912	1385	1:1	1237518
67099	151194	1:1	887317
320139	HUMAN54169	1:1	965226
227210	151195	1:1	714400
68724	127829	1:1	953185
14367	7855	1:1	900326
171469	9283	1:1	1190747
18986	5451	1:1	344156
241075	389072	1:1	1214092
13710	1999	1:1	1219360
240892	92235	1:1	967035
59290	10223	1:1	1204037
12967	1421	1:1	
215615	6051	1:1	806347
12966	1420	1:1	1206890
12965	1419	1:1	1206899
12964	1418	1:1	1206891
21854	10440	1:1	672082
98558	84944	1:1	939931
93689	25802	1:1	963822
98303	389073	1:1	1213983
77552	149345	1:1	1214330
16560	547	1:1	963101
15926	3417	1:1	1217813
11611	189	1:1	1235609
71874	79919	1:1	945693
381284	HUMAN67951	1:1	973952
226432	55705	1:1	1191766
100039795	387597	1:1	1213969
27878	117143	1:1	1234733
208777	25992	1:1	669446
71592	57645	1:1	750995
69821	130916	1:1	926189
18711	200576	1:1	1231512
269224	23178	1:1	671154
213527	5746	1:1	966434
226610	149297	1:1	1178232
66385	5510	1:1	961118
MOUSE29765	89796	1:1	904252
13007	1465	1:1	961871
27280	23612	1:1	1226978
80914	7371	1:1	811897
269180	3631	1:1	1207808
76178	493753	1:1	1217973
404545	HUMAN67995	1:1	752436
68944	HUMAN53398	1:1	1187482
56752	223	1:1	950131
67387	25972	1:1	1235901
66447	HUMAN53391	1:1	937321
240899	440699	1:1	968902
21952	7135	1:1	948597
16763	HUMAN54121	1:1	971539
20183	6258	1:1	928548
110648	4009	1:1	968180
269181	11320	1:1	673058
110611	3069	1:1	1208356
72097	343990	1:1	
18514	5087	1:1	1215406
18000	4735	n:1	
MOUSE29848	HUMAN66676	1:1	969123
66977	83540	1:1	961178
19737	8490	1:1	1164104
19736	5999	1:1	1164112
78465	339512	1:1	1179796
18000	4735	n:1	770358
15490	51478	1:1	1239964
227377	9855	1:1	1215046
MOUSE29886	HUMAN63984	1:1	965530
18214	4921	1:1	1193759
623661	51601	1:1	844611
59041	10494	1:1	963503
69028	129531	1:1	1224102
51800	666	1:1	1145328
329178	285175	1:1	1214539
107734	51263	1:m	926703
107734	HUMAN63999	1:m	
107734	51263	1:m	
67026	HUMAN68082	1:1	1235755
332427	254773	1:1	1211983
69541	129530	1:1	920570
66646	6120	1:1	1247086
107652	6675	1:1	1225680
66615	23192	1:1	1148698
21915	1841	1:1	1189655
98258	10190	1:1	1241743
16589	127933	1:1	1179252
545378	117157	n:1	763279
68691	151050	1:1	1164233
66262	84289	1:1	961644
26904	117157	n:1	
665574	HUMAN53325	1:m	
665574	400793	1:m	1172298
226982	9669	1:1	961151
11363	33	1:1	662658
98314	728294	1:1	1152434
381334	64090	n:1	675457
100041596	64090	n:1	
17901	4632	1:1	965874
619597	64090	n:1	
56210	51455	1:1	1244435
MOUSE29986	129807	1:1	
70729	9722	1:1	1181217
18566	5133	1:1	1173767
76925	284680	1:1	1153173
320078	25903	1:1	
67698	345757	1:1	871792
226641	22926	1:1	1239452
20452	7903	1:1	673202
14768	10314	1:1	768065
80915	11266	1:1	1168454
MOUSE30009	3899	1:1	965003
227394	353189	1:1	968381
435653	127943	1:1	964896
227231	1373	1:1	1147681
381338	164832	1:1	1223157
21956	7139	1:1	963900
98752	84824	1:1	971311
98388	9486	1:1	849884
52392	90355	1:1	420970
18772	5317	1:1	1178774
433292	129521	1:1	1184745
68833	79031	1:1	1237223
13869	2066	1:1	967839
14130	2212	1:m	
14130	HUMAN53279	1:m	977766
14130	2213	1:m	
246256	2214	1:m	973918
246256	2215	1:m	
18143	4862	1:1	936633
226438	91156	1:1	983193
MOUSE30071	22807	1:1	965234
66241	252839	1:1	
114641	6160	1:1	1203060
226439	647219	1:1	871689
227399	23262	1:1	1206565
75472	257177	1:1	1187196
66722	79582	1:1	962022
66052	6391	1:1	1249377
320460	402117	1:1	963405
252876	54826	1:1	715199
54610	11138	1:1	802150
12021	580	1:1	965400
52846	55571	1:1	826748
17528	4359	1:1	1181980
66425	654790	1:1	1190699
67702	284996	1:1	967674
74591	26154	1:1	964433
263764	200407	1:1	1191787
619289	731220	1:1	936530
18484	5066	1:1	1241631
108147	471	1:1	690872
12355	9970	1:1	928566
641376	84134	1:1	1214067
12292	779	1:1	967813
11807	336	1:1	1154892
14127	2207	1:1	1198151
23836	28316	1:1	343824
16565	23046	1:1	967142
226646	4720	1:1	1155005
320311	220441	1:1	360902
240913	9507	1:1	968044
MOUSE30179	55765	1:1	1181627
383563	2848	1:1	1137179
27392	23556	1:1	1207371
67886	23271	1:1	1167510
67997	83479	1:1	961582
381293	9928	1:1	964042
226442	23528	1:1	1236698
26424	2494	1:1	928539
26921	9448	1:1	967045
227446	57614	1:1	1227316
16178	7850	1:1	1238714
21934	8792	1:1	1217023
497097	114786	1:1	796672
MOUSE30228	HUMAN93885	1:1	719289
16177	3554	1:1	1224276
20671	64321	1:1	
227449	54877	1:1	1169456
107527	8808	1:1	1224275
98432	23239	1:1	967409
12043	596	1:1	1145324
70750	2531	1:1	728742
17082	9173	1:1	1206597
20479	9525	1:1	962212
20724	5268	1:1	1220822
16182	8809	1:1	1171334
71869	89777	1:1	1220833
19264	5788	1:1	965805
241196	5275	1:1	1220839
16174	8807	1:1	1234409
20248	6318	n:m	
20248	6317	n:m	
110895	389015	1:1	962537
394252	6318	n:m	
394252	6317	n:m	1220851
338375	127124	1:1	1244112
18777	10434	1:1	1197997
383548	6318	n:m	
383548	6317	n:m	
226999	6549	1:1	963387
16429	55600	1:m	
16429	142683	1:m	908545
381286	6318	n:m	
381286	6317	n:m	
211798	84804	1:1	963477
59125	140609	1:1	964162
66957	89778	1:1	1220821
381339	130827	1:1	942780
21399	6917	1:1	961075
18106	51744	1:1	968370
116872	8710	1:1	1220828
14268	2335	1:1	341795
18788	5055	1:1	
241197	5273	1:1	1220824
18993	5455	1:1	1174556
16876	56956	1:1	969235
381269	55686	1:1	1155611
69549	388722	1:1	1162494
20725	5271	1:1	1220827
69527	64965	1:1	1204065
17085	4063	1:1	1157000
111175	55825	1:1	728754
93690	11250	1:1	976339
271711	92691	1:1	1161986
22596	7520	1:1	897289
381270	57574	1:1	1197742
108664	51606	1:1	1235292
73122	9392	1:1	842214
98404	79074	1:1	
75345	57823	1:1	969618
18387	4986	1:1	965095
226304	2831	1:1	973067
14200	2274	1:1	968049
12506	962	1:1	970774
329260	163486	1:1	1237579
17974	8440	1:1	
78896	84417	1:1	1206531
27218	6504	1:1	1187631
54380	50485	1:1	965449
170788	23418	1:1	973562
12421	9821	1:1	968765
226470	360023	1:1	1194770
319695	150709	1:1	342206
620393	389658	1:1	943270
19981	6168	1:1	1238665
16008	3485	1:1	1210338
16011	3488	1:1	355431
21958	7141	1:1	904422
MOUSE30440	57216	1:1	1180770
18071	4807	1:1	682377
12316	259266	1:1	1229405
14060	2165	1:1	971644
50702	3078	1:m	
50702	3080	1:m	974256
59287	23385	1:1	1235592
214403	3075	n:1	974881
MOUSE30456	10878	1:1	
12847	1314	1:1	960920
19298	5824	1:1	696776
21961	7145	1:1	965557
12628	3075	n:1	
98193	50717	1:1	962369
18611	8682	1:1	366245
435626	285180	1:1	1199249
12765	3579	n:m	
12765	3577	n:m	
12372	844	1:1	1231881
227288	3579	n:m	
227288	3577	n:m	1198917
240776	343450	1:1	962148
240690	9705	1:1	890095
27222	480	1:1	707443
214498	79577	1:1	796011
76709	10109	1:1	942568
26878	8707	1:1	722922
227289	151306	1:1	1201562
140559	93185	1:1	945644
227290	14	1:1	961388
69367	51022	1:1	962333
20822	6738	1:1	929865
